"","Year","Team","ThreeOrTwo","FGA"
"1059",2006,"Indiana Pacers","TWOPA",57.8
"1060",2006,"New Jersey Nets","TWOPA",59.4
"1061",2006,"New Orleans/Oklahoma City Hornets","TWOPA",67.6
"1062",2006,"Utah Jazz","TWOPA",64.4
"1063",2006,"Memphis Grizzlies","TWOPA",55.5
"1064",2006,"Minnesota Timberwolves","TWOPA",65.8
"1065",2006,"Houston Rockets","TWOPA",59
"1066",2006,"Portland Trail Blazers","TWOPA",63.7
"1067",2006,"League Average","TWOPA",63
"1068",2007,"Phoenix Suns","TWOPA",59.6
"1069",2007,"Golden State Warriors","TWOPA",62
"1070",2007,"Denver Nuggets","TWOPA",65.4
"1071",2007,"Washington Wizards","TWOPA",63.5
"1072",2007,"Los Angeles Lakers","TWOPA",60.2
"1073",2007,"Memphis Grizzlies","TWOPA",62
"1074",2007,"Utah Jazz","TWOPA",66
"1075",2007,"Sacramento Kings","TWOPA",61.2
"1076",2007,"Dallas Mavericks","TWOPA",61.4
"1077",2007,"Milwaukee Bucks","TWOPA",63.9
"1078",2007,"Toronto Raptors","TWOPA",62
"1079",2007,"Seattle SuperSonics","TWOPA",63.1
"1080",2007,"Chicago Bulls","TWOPA",66.2
"1081",2007,"San Antonio Spurs","TWOPA",58.1
"1082",2007,"New Jersey Nets","TWOPA",57.4
"1083",2007,"New York Knicks","TWOPA",60.8
"1084",2007,"Houston Rockets","TWOPA",56.5
"1085",2007,"Charlotte Bobcats","TWOPA",65.4
"1086",2007,"Cleveland Cavaliers","TWOPA",64.1
"1087",2007,"Minnesota Timberwolves","TWOPA",66
"1088",2007,"Detroit Pistons","TWOPA",63.2
"1089",2007,"Boston Celtics","TWOPA",63.1
"1090",2007,"Los Angeles Clippers","TWOPA",66
"1091",2007,"Indiana Pacers","TWOPA",63.1
"1092",2007,"New Orleans/Oklahoma City Hornets","TWOPA",66.1
"1093",2007,"Philadelphia 76ers","TWOPA",68.1
"1094",2007,"Orlando Magic","TWOPA",62.5
"1095",2007,"Miami Heat","TWOPA",57.9
"1096",2007,"Portland Trail Blazers","TWOPA",62.9
"1097",2007,"Atlanta Hawks","TWOPA",65
"1098",2007,"League Average","TWOPA",62.8
"1099",2008,"Golden State Warriors","TWOPA",63.7
"1100",2008,"Denver Nuggets","TWOPA",66.3
"1101",2008,"Phoenix Suns","TWOPA",61.2
"1102",2008,"Los Angeles Lakers","TWOPA",61.8
"1103",2008,"Utah Jazz","TWOPA",67
"1104",2008,"Orlando Magic","TWOPA",53.3
"1105",2008,"Indiana Pacers","TWOPA",60.6
"1106",2008,"Sacramento Kings","TWOPA",63.3
"1107",2008,"New Orleans Hornets","TWOPA",63.1
"1108",2008,"Memphis Grizzlies","TWOPA",60.5
"1109",2008,"Boston Celtics","TWOPA",57.6
"1110",2008,"Dallas Mavericks","TWOPA",62.3
"1111",2008,"Toronto Raptors","TWOPA",64.2
"1112",2008,"Washington Wizards","TWOPA",62
"1113",2008,"Atlanta Hawks","TWOPA",66.8
"1114",2008,"Seattle SuperSonics","TWOPA",74.3
"1115",2008,"Detroit Pistons","TWOPA",63.7
"1116",2008,"Chicago Bulls","TWOPA",67.8
"1117",2008,"Charlotte Bobcats","TWOPA",62.3
"1118",2008,"Milwaukee Bucks","TWOPA",66.2
"1119",2008,"New York Knicks","TWOPA",64.7
"1120",2008,"Houston Rockets","TWOPA",60.9
"1121",2008,"Philadelphia 76ers","TWOPA",69.5
"1122",2008,"Cleveland Cavaliers","TWOPA",62.8
"1123",2008,"New Jersey Nets","TWOPA",61.2
"1124",2008,"Minnesota Timberwolves","TWOPA",67.8
"1125",2008,"San Antonio Spurs","TWOPA",58.7
"1126",2008,"Portland Trail Blazers","TWOPA",62.4
"1127",2008,"Los Angeles Clippers","TWOPA",65.4
"1128",2008,"Miami Heat","TWOPA",60.5
"1129",2008,"League Average","TWOPA",63.4
"1130",2009,"Phoenix Suns","TWOPA",64
"1131",2009,"Golden State Warriors","TWOPA",68
"1132",2009,"Los Angeles Lakers","TWOPA",66.6
"1133",2009,"New York Knicks","TWOPA",58.6
"1134",2009,"Indiana Pacers","TWOPA",65.3
"1135",2009,"Denver Nuggets","TWOPA",61.4
"1136",2009,"Utah Jazz","TWOPA",67.1
"1137",2009,"Chicago Bulls","TWOPA",67.7
"1138",2009,"Dallas Mavericks","TWOPA",62.7
"1139",2009,"Orlando Magic","TWOPA",52.1
"1140",2009,"Boston Celtics","TWOPA",60.7
"1141",2009,"Sacramento Kings","TWOPA",62.1
"1142",2009,"Cleveland Cavaliers","TWOPA",58.3
"1143",2009,"Portland Trail Blazers","TWOPA",60.2
"1144",2009,"Milwaukee Bucks","TWOPA",65.2
"1145",2009,"Toronto Raptors","TWOPA",65.7
"1146",2009,"Houston Rockets","TWOPA",59.4
"1147",2009,"Miami Heat","TWOPA",61.2
"1148",2009,"Atlanta Hawks","TWOPA",58.8
"1149",2009,"New Jersey Nets","TWOPA",58.5
"1150",2009,"Minnesota Timberwolves","TWOPA",63.7
"1151",2009,"Philadelphia 76ers","TWOPA",66.6
"1152",2009,"San Antonio Spurs","TWOPA",59.9
"1153",2009,"Oklahoma City Thunder","TWOPA",70.3
"1154",2009,"Washington Wizards","TWOPA",66.5
"1155",2009,"New Orleans Hornets","TWOPA",59
"1156",2009,"Los Angeles Clippers","TWOPA",63.2
"1157",2009,"Detroit Pistons","TWOPA",66.8
"1158",2009,"Memphis Grizzlies","TWOPA",63.5
"1159",2009,"Charlotte Bobcats","TWOPA",60.5
"1160",2009,"League Average","TWOPA",62.8
"1161",2010,"Phoenix Suns","TWOPA",61.2
"1162",2010,"Golden State Warriors","TWOPA",65.9
"1163",2010,"Denver Nuggets","TWOPA",62.9
"1164",2010,"Utah Jazz","TWOPA",65.5
"1165",2010,"Toronto Raptors","TWOPA",63.8
"1166",2010,"Orlando Magic","TWOPA",50.6
"1167",2010,"Memphis Grizzlies","TWOPA",71.4
"1168",2010,"Houston Rockets","TWOPA",62
"1169",2010,"Cleveland Cavaliers","TWOPA",58.6
"1170",2010,"New York Knicks","TWOPA",57.7
"1171",2010,"Dallas Mavericks","TWOPA",64.2
"1172",2010,"Los Angeles Lakers","TWOPA",64.8
"1173",2010,"Atlanta Hawks","TWOPA",65.2
"1174",2010,"Oklahoma City Thunder","TWOPA",65.9
"1175",2010,"San Antonio Spurs","TWOPA",62.3
"1176",2010,"Indiana Pacers","TWOPA",60.1
"1177",2010,"New Orleans Hornets","TWOPA",64.3
"1178",2010,"Sacramento Kings","TWOPA",67.2
"1179",2010,"Boston Celtics","TWOPA",59.3
"1180",2010,"Minnesota Timberwolves","TWOPA",70
"1181",2010,"Portland Trail Blazers","TWOPA",61.8
"1182",2010,"Philadelphia 76ers","TWOPA",64.9
"1183",2010,"Milwaukee Bucks","TWOPA",63.2
"1184",2010,"Chicago Bulls","TWOPA",70.2
"1185",2010,"Miami Heat","TWOPA",62.1
"1186",2010,"Washington Wizards","TWOPA",66.8
"1187",2010,"Los Angeles Clippers","TWOPA",62.7
"1188",2010,"Charlotte Bobcats","TWOPA",60.7
"1189",2010,"Detroit Pistons","TWOPA",66
"1190",2010,"New Jersey Nets","TWOPA",65.5
"1191",2010,"League Average","TWOPA",63.6
"1192",2011,"Denver Nuggets","TWOPA",59.9
"1193",2011,"New York Knicks","TWOPA",58.4
"1194",2011,"Houston Rockets","TWOPA",62.6
"1195",2011,"Phoenix Suns","TWOPA",60.8
"1196",2011,"Oklahoma City Thunder","TWOPA",63.5
"1197",2011,"San Antonio Spurs","TWOPA",59.8
"1198",2011,"Golden State Warriors","TWOPA",64.6
"1199",2011,"Miami Heat","TWOPA",58.8
"1200",2011,"Los Angeles Lakers","TWOPA",64.3
"1201",2011,"Minnesota Timberwolves","TWOPA",66.5
"1202",2011,"Dallas Mavericks","TWOPA",57.3
"1203",2011,"Memphis Grizzlies","TWOPA",71.6
"1204",2011,"Indiana Pacers","TWOPA",62.6
"1205",2011,"Utah Jazz","TWOPA",65
"1206",2011,"Sacramento Kings","TWOPA",69.5
"1207",2011,"Orlando Magic","TWOPA",52.5
"1208",2011,"Toronto Raptors","TWOPA",69.1
"1209",2011,"Philadelphia 76ers","TWOPA",67.4
"1210",2011,"Los Angeles Clippers","TWOPA",61.9
"1211",2011,"Chicago Bulls","TWOPA",63.1
"1212",2011,"Washington Wizards","TWOPA",69.6
"1213",2011,"Detroit Pistons","TWOPA",65.7
"1214",2011,"Boston Celtics","TWOPA",62.2
"1215",2011,"Portland Trail Blazers","TWOPA",62.1
"1216",2011,"Cleveland Cavaliers","TWOPA",62.9
"1217",2011,"Atlanta Hawks","TWOPA",61
"1218",2011,"New Orleans Hornets","TWOPA",63.2
"1219",2011,"New Jersey Nets","TWOPA",64.6
"1220",2011,"Charlotte Bobcats","TWOPA",63
"1221",2011,"Milwaukee Bucks","TWOPA",62.6
"1222",2011,"League Average","TWOPA",63.2
"1223",2012,"Denver Nuggets","TWOPA",62
"1224",2012,"San Antonio Spurs","TWOPA",61.5
"1225",2012,"Oklahoma City Thunder","TWOPA",59.3
"1226",2012,"Utah Jazz","TWOPA",71
"1227",2012,"Milwaukee Bucks","TWOPA",66.5
"1228",2012,"Sacramento Kings","TWOPA",66.8
"1229",2012,"Miami Heat","TWOPA",63.4
"1230",2012,"Phoenix Suns","TWOPA",62.9
"1231",2012,"Houston Rockets","TWOPA",63.8
"1232",2012,"Minnesota Timberwolves","TWOPA",60.8
"1233",2012,"New York Knicks","TWOPA",57.5
"1234",2012,"Golden State Warriors","TWOPA",62
"1235",2012,"Indiana Pacers","TWOPA",65.3
"1236",2012,"Los Angeles Clippers","TWOPA",59.5
"1237",2012,"Los Angeles Lakers","TWOPA",63.7
"1238",2012,"Portland Trail Blazers","TWOPA",61.1
"1239",2012,"Atlanta Hawks","TWOPA",60.9
"1240",2012,"Chicago Bulls","TWOPA",65.8
"1241",2012,"Dallas Mavericks","TWOPA",59.8
"1242",2012,"Memphis Grizzlies","TWOPA",69.3
"1243",2012,"Orlando Magic","TWOPA",51.2
"1244",2012,"Washington Wizards","TWOPA",66.7
"1245",2012,"Philadelphia 76ers","TWOPA",69
"1246",2012,"New Jersey Nets","TWOPA",58.2
"1247",2012,"Cleveland Cavaliers","TWOPA",61.9
"1248",2012,"Boston Celtics","TWOPA",62.1
"1249",2012,"Detroit Pistons","TWOPA",65.4
"1250",2012,"Toronto Raptors","TWOPA",61.8
"1251",2012,"New Orleans Hornets","TWOPA",65.5
"1252",2012,"Charlotte Bobcats","TWOPA",66.7
"1253",2012,"League Average","TWOPA",63
"1254",2013,"Denver Nuggets","TWOPA",66.6
"1255",2013,"Houston Rockets","TWOPA",53.8
"1256",2013,"Oklahoma City Thunder","TWOPA",60
"1257",2013,"San Antonio Spurs","TWOPA",59.9
"1258",2013,"Miami Heat","TWOPA",55.4
"1259",2013,"Los Angeles Lakers","TWOPA",56.4
"1260",2013,"Golden State Warriors","TWOPA",63.5
"1261",2013,"Dallas Mavericks","TWOPA",64.2
"1262",2013,"Los Angeles Clippers","TWOPA",59.2
"1263",2013,"Sacramento Kings","TWOPA",63.7
"1264",2013,"New York Knicks","TWOPA",52.7
"1265",2013,"Milwaukee Bucks","TWOPA",67.4
"1266",2013,"Utah Jazz","TWOPA",64.9
"1267",2013,"Atlanta Hawks","TWOPA",57.8
"1268",2013,"Portland Trail Blazers","TWOPA",58.7
"1269",2013,"Toronto Raptors","TWOPA",61.2
"1270",2013,"Brooklyn Nets","TWOPA",58.3
"1271",2013,"Cleveland Cavaliers","TWOPA",64.9
"1272",2013,"Minnesota Timberwolves","TWOPA",63.7
"1273",2013,"Boston Celtics","TWOPA",62.6
"1274",2013,"Phoenix Suns","TWOPA",66.6
"1275",2013,"Detroit Pistons","TWOPA",63.4
"1276",2013,"Orlando Magic","TWOPA",65.5
"1277",2013,"New Orleans Hornets","TWOPA",62.4
"1278",2013,"Indiana Pacers","TWOPA",60.8
"1279",2013,"Charlotte Bobcats","TWOPA",64
"1280",2013,"Memphis Grizzlies","TWOPA",68
"1281",2013,"Washington Wizards","TWOPA",63.4
"1282",2013,"Chicago Bulls","TWOPA",66.3
"1283",2013,"Philadelphia 76ers","TWOPA",66.5
"1284",2013,"League Average","TWOPA",62.1
"1285",2014,"Los Angeles Clippers","TWOPA",58.5
"1286",2014,"Houston Rockets","TWOPA",54
"1287",2014,"Minnesota Timberwolves","TWOPA",66.1
"1288",2014,"Portland Trail Blazers","TWOPA",61.7
"1289",2014,"Oklahoma City Thunder","TWOPA",60.3
"1290",2014,"San Antonio Spurs","TWOPA",62
"1291",2014,"Phoenix Suns","TWOPA",58.4
"1292",2014,"Dallas Mavericks","TWOPA",60.7
"1293",2014,"Denver Nuggets","TWOPA",62
"1294",2014,"Golden State Warriors","TWOPA",60.6
"1295",2014,"Los Angeles Lakers","TWOPA",60.3
"1296",2014,"Miami Heat","TWOPA",54.2
"1297",2014,"Toronto Raptors","TWOPA",58.5
"1298",2014,"Detroit Pistons","TWOPA",67.6
"1299",2014,"Atlanta Hawks","TWOPA",55.8
"1300",2014,"Washington Wizards","TWOPA",63.6
"1301",2014,"Sacramento Kings","TWOPA",64.5
"1302",2014,"New Orleans Pelicans","TWOPA",66.6
"1303",2014,"Philadelphia 76ers","TWOPA",64.7
"1304",2014,"New York Knicks","TWOPA",57.3
"1305",2014,"Brooklyn Nets","TWOPA",54.5
"1306",2014,"Cleveland Cavaliers","TWOPA",64.8
"1307",2014,"Charlotte Bobcats","TWOPA",64.1
"1308",2014,"Indiana Pacers","TWOPA",61.4
"1309",2014,"Orlando Magic","TWOPA",63.3
"1310",2014,"Boston Celtics","TWOPA",62.9
"1311",2014,"Memphis Grizzlies","TWOPA",68
"1312",2014,"Milwaukee Bucks","TWOPA",63.2
"1313",2014,"Utah Jazz","TWOPA",61.9
"1314",2014,"Chicago Bulls","TWOPA",62.4
"1315",2014,"League Average","TWOPA",61.5
"1316",2015,"Golden State Warriors","TWOPA",60
"1317",2015,"Los Angeles Clippers","TWOPA",56.4
"1318",2015,"Dallas Mavericks","TWOPA",60.4
"1319",2015,"Toronto Raptors","TWOPA",58.2
"1320",2015,"Oklahoma City Thunder","TWOPA",64.1
"1321",2015,"Houston Rockets","TWOPA",50.6
"1322",2015,"San Antonio Spurs","TWOPA",61.1
"1323",2015,"Cleveland Cavaliers","TWOPA",54.7
"1324",2015,"Portland Trail Blazers","TWOPA",58.8
"1325",2015,"Atlanta Hawks","TWOPA",55.5
"1326",2015,"Phoenix Suns","TWOPA",60.9
"1327",2015,"Denver Nuggets","TWOPA",62.5
"1328",2015,"Boston Celtics","TWOPA",63.3
"1329",2015,"Sacramento Kings","TWOPA",64.2
"1330",2015,"Chicago Bulls","TWOPA",60.6
"1331",2015,"New Orleans Pelicans","TWOPA",63.6
"1332",2015,"Washington Wizards","TWOPA",66
"1333",2015,"Detroit Pistons","TWOPA",60.9
"1334",2015,"Los Angeles Lakers","TWOPA",66.8
"1335",2015,"Memphis Grizzlies","TWOPA",67.3
"1336",2015,"Brooklyn Nets","TWOPA",63.1
"1337",2015,"Milwaukee Bucks","TWOPA",63.7
"1338",2015,"Minnesota Timberwolves","TWOPA",68.3
"1339",2015,"Indiana Pacers","TWOPA",62
"1340",2015,"Orlando Magic","TWOPA",63.3
"1341",2015,"Utah Jazz","TWOPA",57.5
"1342",2015,"Miami Heat","TWOPA",57
"1343",2015,"Charlotte Hornets","TWOPA",65.4
"1344",2015,"Philadelphia 76ers","TWOPA",56.3
"1345",2015,"New York Knicks","TWOPA",62.3
"1346",2015,"League Average","TWOPA",61.2
"1347",2016,"Golden State Warriors","TWOPA",55.7
"1348",2016,"Oklahoma City Thunder","TWOPA",62.6
"1349",2016,"Sacramento Kings","TWOPA",64
"1350",2016,"Houston Rockets","TWOPA",52.6
"1351",2016,"Boston Celtics","TWOPA",63.1
"1352",2016,"Portland Trail Blazers","TWOPA",57.4
"1353",2016,"Los Angeles Clippers","TWOPA",55.7
"1354",2016,"Cleveland Cavaliers","TWOPA",54.4
"1355",2016,"Washington Wizards","TWOPA",61.6
"1356",2016,"San Antonio Spurs","TWOPA",64.4
"1357",2016,"Charlotte Hornets","TWOPA",55
"1358",2016,"Atlanta Hawks","TWOPA",56.1
"1359",2016,"New Orleans Pelicans","TWOPA",62.1
"1360",2016,"Toronto Raptors","TWOPA",58
"1361",2016,"Minnesota Timberwolves","TWOPA",64.9
"1362",2016,"Dallas Mavericks","TWOPA",55.6
"1363",2016,"Indiana Pacers","TWOPA",62.1
"1364",2016,"Orlando Magic","TWOPA",64.7
"1365",2016,"Detroit Pistons","TWOPA",60.2
"1366",2016,"Denver Nuggets","TWOPA",61.7
"1367",2016,"Chicago Bulls","TWOPA",66.1
"1368",2016,"Phoenix Suns","TWOPA",59.8
"1369",2016,"Miami Heat","TWOPA",63.6
"1370",2016,"Memphis Grizzlies","TWOPA",65.1
"1371",2016,"Milwaukee Bucks","TWOPA",66.6
"1372",2016,"Brooklyn Nets","TWOPA",66
"1373",2016,"New York Knicks","TWOPA",62.5
"1374",2016,"Utah Jazz","TWOPA",56.5
"1375",2016,"Philadelphia 76ers","TWOPA",56.5
"1376",2016,"Los Angeles Lakers","TWOPA",60.2
"1377",2016,"League Average","TWOPA",60.5
"1378",2017,"Golden State Warriors","TWOPA",55.8
"1379",2017,"Houston Rockets","TWOPA",46.9
"1380",2017,"Denver Nuggets","TWOPA",58.9
"1381",2017,"Cleveland Cavaliers","TWOPA",51
"1382",2017,"Washington Wizards","TWOPA",62.3
"1383",2017,"Los Angeles Clippers","TWOPA",55.8
"1384",2017,"Boston Celtics","TWOPA",51.7
"1385",2017,"Portland Trail Blazers","TWOPA",58.4
"1386",2017,"Phoenix Suns","TWOPA",65.9
"1387",2017,"Toronto Raptors","TWOPA",60
"1388",2017,"Oklahoma City Thunder","TWOPA",61.6
"1389",2017,"Brooklyn Nets","TWOPA",53.6
"1390",2017,"Minnesota Timberwolves","TWOPA",63.4
"1391",2017,"San Antonio Spurs","TWOPA",60.2
"1392",2017,"Indiana Pacers","TWOPA",61.5
"1393",2017,"Charlotte Hornets","TWOPA",56.7
"1394",2017,"Los Angeles Lakers","TWOPA",61.6
"1395",2017,"New Orleans Pelicans","TWOPA",60.2
"1396",2017,"New York Knicks","TWOPA",63.8
"1397",2017,"Milwaukee Bucks","TWOPA",58.2
"1398",2017,"Miami Heat","TWOPA",58.8
"1399",2017,"Atlanta Hawks","TWOPA",58.3
"1400",2017,"Chicago Bulls","TWOPA",64.8
"1401",2017,"Sacramento Kings","TWOPA",58.2
"1402",2017,"Philadelphia 76ers","TWOPA",55.5
"1403",2017,"Detroit Pistons","TWOPA",65.5
"1404",2017,"Orlando Magic","TWOPA",60.9
"1405",2017,"Utah Jazz","TWOPA",53.5
"1406",2017,"Memphis Grizzlies","TWOPA",57.1
"1407",2017,"Dallas Mavericks","TWOPA",52.2
"1408",2017,"League Average","TWOPA",58.4
"1409",2018,"Golden State Warriors","TWOPA",56.2
"1410",2018,"Houston Rockets","TWOPA",41.9
"1411",2018,"New Orleans Pelicans","TWOPA",60.1
"1412",2018,"Toronto Raptors","TWOPA",54.4
"1413",2018,"Cleveland Cavaliers","TWOPA",52.6
"1414",2018,"Denver Nuggets","TWOPA",55.7
"1415",2018,"Philadelphia 76ers","TWOPA",56.7
"1416",2018,"Minnesota Timberwolves","TWOPA",63.6
"1417",2018,"Los Angeles Clippers","TWOPA",58.6
"1418",2018,"Charlotte Hornets","TWOPA",59.4
"1419",2018,"Los Angeles Lakers","TWOPA",59.3
"1420",2018,"Oklahoma City Thunder","TWOPA",57.7
"1421",2018,"Washington Wizards","TWOPA",59.1
"1422",2018,"Brooklyn Nets","TWOPA",51.1
"1423",2018,"Milwaukee Bucks","TWOPA",58.3
"1424",2018,"Portland Trail Blazers","TWOPA",58.8
"1425",2018,"Indiana Pacers","TWOPA",61.9
"1426",2018,"New York Knicks","TWOPA",64.4
"1427",2018,"Utah Jazz","TWOPA",53.3
"1428",2018,"Boston Celtics","TWOPA",54.7
"1429",2018,"Phoenix Suns","TWOPA",59.2
"1430",2018,"Detroit Pistons","TWOPA",58
"1431",2018,"Miami Heat","TWOPA",54.8
"1432",2018,"Orlando Magic","TWOPA",56.5
"1433",2018,"Atlanta Hawks","TWOPA",54.5
"1434",2018,"Chicago Bulls","TWOPA",57.8
"1435",2018,"San Antonio Spurs","TWOPA",61.2
"1436",2018,"Dallas Mavericks","TWOPA",53.1
"1437",2018,"Memphis Grizzlies","TWOPA",56.5
"1438",2018,"Sacramento Kings","TWOPA",62.1
"1439",2018,"League Average","TWOPA",57.1
"1440",2019,"Milwaukee Bucks","TWOPA",52.9
"1441",2019,"Golden State Warriors","TWOPA",55.3
"1442",2019,"New Orleans Pelicans","TWOPA",62.4
"1443",2019,"Philadelphia 76ers","TWOPA",58
"1444",2019,"Los Angeles Clippers","TWOPA",61.7
"1445",2019,"Portland Trail Blazers","TWOPA",59.8
"1446",2019,"Oklahoma City Thunder","TWOPA",61.3
"1447",2019,"Toronto Raptors","TWOPA",55.3
"1448",2019,"Sacramento Kings","TWOPA",63.2
"1449",2019,"Washington Wizards","TWOPA",56.8
"1450",2019,"Houston Rockets","TWOPA",42
"1451",2019,"Atlanta Hawks","TWOPA",54.8
"1452",2019,"Minnesota Timberwolves","TWOPA",62.5
"1453",2019,"Boston Celtics","TWOPA",56
"1454",2019,"Brooklyn Nets","TWOPA",53.6
"1455",2019,"Los Angeles Lakers","TWOPA",59.6
"1456",2019,"Utah Jazz","TWOPA",52.4
"1457",2019,"San Antonio Spurs","TWOPA",63.1
"1458",2019,"Charlotte Hornets","TWOPA",55.8
"1459",2019,"Denver Nuggets","TWOPA",58.7
"1460",2019,"Dallas Mavericks","TWOPA",50.2
"1461",2019,"Indiana Pacers","TWOPA",61.6
"1462",2019,"Phoenix Suns","TWOPA",58.1
"1463",2019,"Orlando Magic","TWOPA",57
"1464",2019,"Detroit Pistons","TWOPA",53.5
"1465",2019,"Miami Heat","TWOPA",55.6
"1466",2019,"Chicago Bulls","TWOPA",62
"1467",2019,"New York Knicks","TWOPA",58.8
"1468",2019,"Cleveland Cavaliers","TWOPA",58.5
"1469",2019,"Memphis Grizzlies","TWOPA",55.6
"1470",2019,"League Average","TWOPA",57.2
